timestamp,Left_Heel,Left_Middle,Left_Top,Right_Heel,Right_Middle,Right_Top
1736322828.8969002,2594,3489,207,0,806,176
1736322828.9537506,1056,3434,212,124,0,0
1736322829.0102983,313,3415,207,64,59,0
1736322829.0687282,4095,0,3566,0,546,162
1736322829.1335518,2918,3285,204,53,54,171
1736322829.189457,0,3664,262,170,195,30
1736322829.2578335,0,141,4095,342,128,11
1736322829.315605,0,3287,240,1095,0,0
1736322829.3692057,4095,0,4095,224,1462,309
1736322829.4293196,4095,0,3738,1680,164,64
1736322829.496128,730,107,1007,0,3486,1155
1736322829.553408,1561,473,3504,17,0,98
1736322829.6173663,4095,0,3600,0,1855,428
1736322829.673092,1309,3664,121,0,1866,443
1736322829.7339396,4095,0,732,240,157,24
1736322829.7962923,0,3437,231,0,1519,528
1736322829.8561532,4095,0,3536,337,2014,458
1736322829.9157372,4095,3509,0,836,364,78
1736322829.9734762,4095,0,3652,1535,523,95
1736322830.0912502,4095,0,1125,4095,0,0
1736322830.1540003,4095,192,0,797,2206,543
1736322830.2146795,0,3339,4087,0,2830,874
1736322830.269073,4095,0,3600,0,2385,623
1736322830.3369174,4095,3343,32,0,330,93
1736322830.3961546,0,3551,208,143,1349,304
1736322830.4566748,4095,0,2018,0,738,166
1736322830.573215,4095,313,3185,2506,0,118
1736322830.638082,1898,0,3472,3713,0,0
1736322830.6993647,169,398,3507,1388,0,0
1736322830.7521138,412,2193,1404,752,142,2
1736322830.8108454,4095,3248,52,1794,0,0
1736322830.8760846,3216,3259,210,0,3613,1001
1736322830.9943426,0,2902,4095,0,3963,976
1736322831.0563674,0,3189,2234,0,3903,971
1736322831.1166074,0,3677,175,0,3760,937
1736322831.1697838,4095,0,3653,0,3863,963
1736322831.233035,1849,0,3570,0,3536,950
1736322831.2936304,4095,0,412,0,2837,946
1736322831.357262,0,3353,214,1087,438,138
1736322831.410816,1469,0,2203,4017,0,0
1736322831.4704819,0,1898,1616,2537,0,0
1736322831.5306294,1277,0,3393,1935,0,0
1736322831.5935783,4095,2544,97,3217,0,139
1736322831.7101333,4095,0,3753,345,0,0
1736322831.7712798,0,3311,2309,1428,0,0
1736322831.8335524,0,3649,219,1227,0,0
1736322831.8911495,4095,3530,0,1192,0,0
1736322831.956608,4095,0,3583,1190,233,80
1736322832.0229623,4095,321,3563,1023,324,214
1736322832.0714066,0,3459,214,2160,3253,754
1736322832.1297514,2975,0,3717,4095,0,0
1736322832.194864,4095,3333,13,0,3865,889
1736322832.2564344,4095,0,0,0,3927,970
1736322832.313442,685,0,3366,0,3983,1099
1736322832.3731923,0,3583,256,538,0,127
1736322832.4397488,0,3621,159,224,0,0
1736322832.4943707,4095,0,1358,0,0,0
1736322832.5548568,4095,0,3809,0,46,0
1736322832.6147523,591,1040,475,0,67,0
1736322832.6759639,4095,2685,0,0,2145,539
1736322832.7342076,4095,1865,0,426,160,218
1736322832.7937095,4095,422,0,272,0,0
1736322832.862027,3539,3151,202,475,0,0
1736322832.972793,4095,3321,51,81,0,0
1736322833.030762,944,3245,212,81,0,0
1736322833.096456,0,4095,0,417,0,0
1736322833.1589196,1565,3127,191,399,0,138
1736322833.2146208,4095,0,3684,691,0,0
1736322833.2730021,4095,0,3070,703,0,0
1736322833.336204,1107,2631,97,1168,0,0
1736322833.3943336,4095,0,3823,2197,0,0
1736322833.4582474,0,1377,2277,2489,0,0
1736322833.5169413,0,3213,982,2643,0,108
1736322833.5763626,4095,2877,21,1671,0,0
1736322833.633344,3120,3248,215,2064,0,0
1736322833.69301,1853,3342,221,2162,0,0
1736322833.7542386,4095,0,3423,210,687,141
1736322833.8133836,4095,0,645,0,320,122
1736322833.8736148,231,3311,205,2434,0,94
1736322833.929899,1023,3101,185,2787,0,0
1736322834.0571291,4095,0,3477,1949,0,0
1736322834.1147435,3476,3246,234,2932,0,0
1736322834.1755338,4095,3301,37,1877,0,0
1736322834.2339098,1769,3350,222,650,0,0
1736322834.29032,4095,0,3701,701,0,107
1736322834.4144654,2918,3560,197,3395,0,0
1736322834.4745703,0,3579,231,3133,0,0
1736322834.529816,3856,0,3569,3041,0,0
1736322834.5899112,198,0,2588,0,3523,863
1736322834.656762,4095,3293,64,589,0,108
1736322834.838261,4095,1310,0,165,0,0
1736322834.8950164,3894,258,1649,1639,0,0
1736322834.9561691,0,2559,4095,0,667,179
1736322835.0170023,4095,325,811,1334,0,128
1736322835.0747912,4095,0,2820,2622,0,0
1736322835.132864,4095,190,1849,127,531,92
1736322835.136418,4095,3338,0,0,4095,1023
1736322835.2561243,0,1946,4095,2069,0,71
1736322835.3110037,4095,0,3642,0,3427,834
1736322835.3738515,4095,3263,23,0,2906,887
1736322835.4357224,4095,2797,98,0,1421,384
1736322835.492888,4095,0,3534,0,38,3
1736322835.5583186,4095,511,0,1072,0,0
1736322835.6145973,4095,1585,0,3009,0,0
1736322835.673714,2749,0,2877,4095,0,0
1736322835.7407799,1889,439,0,4095,0,108
1736322835.8555236,3183,0,2593,3246,0,0
1736322835.9160182,223,1295,0,2833,0,0
1736322835.9692304,1335,0,250,4095,0,0
1736322836.0359855,1139,495,74,0,0,0
1736322836.094614,1761,0,1524,1711,0,0
1736322836.1569903,51,1178,0,231,363,245
1736322836.2103934,737,0,219,3583,0,0
1736322836.269962,13,320,0,964,0,0
1736322836.337142,784,0,847,3504,0,0
1736322836.3963273,70,1232,0,4095,0,0
1736322836.4563544,389,0,163,3293,0,0
1736322836.5165632,0,617,9,741,258,210
1736322836.5765626,874,0,955,2148,0,0
1736322836.6366584,30,1566,0,752,0,0
1736322836.6966958,538,0,733,1157,0,0
1736322836.7569852,41,426,112,539,25,0
1736322836.8165262,0,223,170,913,0,0
1736322836.8765137,122,511,100,1487,0,111
1736322836.9364421,0,192,338,3975,0,0
1736322836.9966154,100,245,126,4095,0,0
1736322837.0560248,0,227,236,4095,0,0
1736322837.116563,87,224,106,3979,0,0
1736322837.177012,0,114,384,1393,0,0
1736322837.2365406,67,0,194,2158,0,100
1736322837.2963672,0,319,129,192,371,60
1736322837.3561163,73,0,311,267,0,0
1736322837.4772344,0,194,135,0,1144,256
1736322837.5367513,0,0,245,24,1220,271
1736322837.5960467,0,271,151,0,1693,442
1736322837.6554089,113,0,437,0,180,192
1736322837.7080934,0,528,105,0,434,81
1736322837.768672,73,0,350,0,144,9
1736322837.8268602,0,201,214,0,31,0
